experiment,classifier,training_shape,sample_length,coverage,k,C,score,score_type
2.02,Linear SVC,"(15341, 319161)",200,100,8,0.01,0.5244144501786423,species_recall
2.02,Linear SVC,"(15341, 319161)",200,100,8,0.1,0.5425433373031626,species_recall
2.02,Linear SVC,"(15341, 319161)",200,100,8,1,0.5438666137356094,species_recall
2.02,Linear SVC,"(15341, 319161)",200,100,8,10,0.5438666137356094,species_recall
2.02,Linear SVC,"(15341, 319161)",200,100,8,100,0.5454545454545454,species_recall
2.02,Linear SVC,"(15341, 317180)",200,100,10,0.01,0.5077411671298134,species_recall
2.02,Linear SVC,"(15341, 317180)",200,100,10,0.1,0.5270610030435358,species_recall
2.02,Linear SVC,"(15341, 317180)",200,100,10,1,0.5301045388381633,species_recall
2.02,Linear SVC,"(15341, 317180)",200,100,10,10,0.5305015217678973,species_recall
2.02,Linear SVC,"(15341, 317180)",200,100,10,100,0.5319571258435887,species_recall
2.02,Linear SVC,"(15341, 260143)",200,100,12,0.01,0.5021834061135371,species_recall
2.02,Linear SVC,"(15341, 260143)",200,100,12,0.1,0.518459706232632,species_recall
2.02,Linear SVC,"(15341, 260143)",200,100,12,1,0.5219002249569935,species_recall
2.02,Linear SVC,"(15341, 260143)",200,100,12,10,0.523355829032685,species_recall
2.02,Linear SVC,"(15341, 260143)",200,100,12,100,0.5287812624057165,species_recall
2.02,Linear SVC,"(30676, 800)",200,200,1,0.01,0.4153540701522171,species_recall
2.02,Linear SVC,"(30676, 800)",200,200,1,0.1,0.414030443414957,species_recall
2.02,Linear SVC,"(30676, 800)",200,200,1,1,0.41204500330906685,species_recall
2.02,Linear SVC,"(30676, 800)",200,200,1,10,0.2975512905360688,species_recall
2.02,Linear SVC,"(30676, 800)",200,200,1,100,0.32064857710125744,species_recall
2.02,Linear SVC,"(30676, 1600)",200,200,2,0.01,0.4845797485109199,species_recall
2.02,Linear SVC,"(30676, 1600)",200,200,2,0.1,0.4825281270681668,species_recall
2.02,Linear SVC,"(30676, 1600)",200,200,2,1,0.4808074123097287,species_recall
2.02,Linear SVC,"(30676, 1600)",200,200,2,10,0.4332230311052283,species_recall
2.02,Linear SVC,"(30676, 1600)",200,200,2,100,0.3888153540701522,species_recall
2.02,Linear SVC,"(30676, 12800)",200,200,4,0.01,0.6840502978160159,species_recall
2.02,Linear SVC,"(30676, 12800)",200,200,4,0.1,0.6944407677035076,species_recall
2.02,Linear SVC,"(30676, 12800)",200,200,4,1,0.6882197220383852,species_recall
2.02,Linear SVC,"(30676, 12800)",200,200,4,10,0.685704831237591,species_recall
2.02,Linear SVC,"(30676, 12800)",200,200,4,100,0.6876240900066182,species_recall
2.02,Linear SVC,"(30676, 129801)",200,200,6,0.01,0.7156849768365321,species_recall
2.02,Linear SVC,"(30676, 129801)",200,200,6,0.1,0.7162144275314362,species_recall
2.02,Linear SVC,"(30676, 129801)",200,200,6,1,0.714890800794176,species_recall
2.02,Linear SVC,"(30676, 129801)",200,200,6,10,0.7135671740569159,species_recall
2.02,Linear SVC,"(30676, 129801)",200,200,6,100,0.7150231634679021,species_recall
2.02,Linear SVC,"(30676, 448601)",200,200,8,0.01,0.6772336201191264,species_recall
2.02,Linear SVC,"(30676, 448601)",200,200,8,0.1,0.6868299139642621,species_recall
2.02,Linear SVC,"(30676, 448601)",200,200,8,1,0.6900727994705493,species_recall
2.02,Linear SVC,"(30676, 448601)",200,200,8,10,0.6894771674387823,species_recall
2.02,Linear SVC,"(30676, 448601)",200,200,8,100,0.6904037061548643,species_recall
2.02,Linear SVC,"(30676, 484637)",200,200,10,0.01,0.6651224354731966,species_recall
2.02,Linear SVC,"(30676, 484637)",200,200,10,0.1,0.6806750496360027,species_recall
2.02,Linear SVC,"(30676, 484637)",200,200,10,1,0.6844473858371939,species_recall
2.02,Linear SVC,"(30676, 484637)",200,200,10,10,0.6846459298477829,species_recall
2.02,Linear SVC,"(30676, 484637)",200,200,10,100,0.686035737921906,species_recall
2.02,Linear SVC,"(30676, 402455)",200,200,12,0.01,0.6602250165453342,species_recall
2.02,Linear SVC,"(30676, 402455)",200,200,12,0.1,0.6739907346128392,species_recall
2.02,Linear SVC,"(30676, 402455)",200,200,12,1,0.6780277961614825,species_recall
2.02,Linear SVC,"(30676, 402455)",200,200,12,10,0.6780277961614825,species_recall
2.02,Linear SVC,"(30676, 402455)",200,200,12,100,0.6797485109199206,species_recall
2.02,Linear SVC,"(61353, 800)",200,400,1,0.01,0.4206955888679308,species_recall
2.02,Linear SVC,"(61353, 800)",200,400,1,0.1,0.42036467123333005,species_recall
2.02,Linear SVC,"(61353, 800)",200,400,1,1,0.4172209537046229,species_recall
2.02,Linear SVC,"(61353, 800)",200,400,1,10,0.3426983023925345,species_recall
2.02,Linear SVC,"(61353, 800)",200,400,1,100,0.26337734537873525,species_recall
2.02,Linear SVC,"(61353, 1600)",200,400,2,0.01,0.49554915781461994,species_recall
2.02,Linear SVC,"(61353, 1600)",200,400,2,0.1,0.49985108706442966,species_recall
