experiment,classifier,training_shape,sample_length,coverage,k,C,score,score_type
6.01,Linear SVC,"(2727, 60449)",200,100,6,1,0.598958333,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 60449)",200,100,6,10,0.598958333,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 60449)",200,100,6,100,0.598958333,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 71323)",200,100,8,0.01,0.538690476,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 71323)",200,100,8,0.1,0.543154762,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 71323)",200,100,8,1,0.547619048,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 71323)",200,100,8,10,0.546875,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 71323)",200,100,8,100,0.546130952,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 60482)",200,100,10,0.01,0.5,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 60482)",200,100,10,0.1,0.50297619,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 60482)",200,100,10,1,0.50297619,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 60482)",200,100,10,10,0.50297619,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 60482)",200,100,10,100,0.50297619,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 48711)",200,100,12,0.01,0.470238095,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 48711)",200,100,12,0.1,0.473214286,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 48711)",200,100,12,1,0.473214286,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 48711)",200,100,12,10,0.478422619,species_recall
,,,,,,,,
6.01,Linear SVC,"(2727, 48711)",200,100,12,100,0.478422619,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 800)",200,200,1,0.01,0.574990696,species_recall
,,,,,,,,
6.01,Linear SVC,"(5454, 800)",200,200,1,0.1,0.582806103,species_recall
,,,,,,,,
